Transaction_ID,ATM_ID,City,Transaction_Date,Transaction_Type,Amount_INR,Response_Code,Location_Type,Weekday,Remaining_Cash,Refill_Required,ATM_Status
TXN00454,ATM_DEL_014,Delhi,05-07-2024 15:06,Cash Withdrawal,10000,55,Rural,Friday,233804,No,Active
TXN00455,ATM_HYD_005,Hyderabad,02-01-2025 07:27,Fund Transfer,15000,0,Rural,Thursday,192373,No,Active
TXN00456,ATM_CHE_011,Chennai,26-06-2024 23:19,Mini Statement,5000,0,Urban,Wednesday,327791,No,Active
TXN00457,ATM_MUM_010,Mumbai,04-05-2025 06:01,Cash Deposit,500,55,Urban,Sunday,99823,Yes,Active
TXN00458,ATM_HYD_012,Hyderabad,02-03-2024 11:04,Balance Inquiry,5000,0,Urban,Saturday,258066,No,Active
TXN00459,ATM_PUN_014,Pune,05-01-2024 01:15,Mini Statement,2000,0,Urban,Friday,361279,No,Down
TXN00460,ATM_MUM_013,Mumbai,24-11-2024 02:31,Cash Deposit,15000,0,Urban,Sunday,391772,No,Active
TXN00461,ATM_DEL_012,Delhi,12-05-2024 03:18,Fund Transfer,2000,0,Semi-Urban,Sunday,485163,No,Active
TXN00462,ATM_HYD_010,Hyderabad,31-12-2024 02:06,Fund Transfer,20000,0,Semi-Urban,Tuesday,377460,No,Active
TXN00463,ATM_DEL_006,Delhi,18-01-2024 13:10,PIN Change,15000,0,Rural,Thursday,456854,No,Down
TXN00464,ATM_CHE_004,Chennai,05-01-2024 21:56,PIN Change,500,0,Urban,Friday,300144,No,Active
TXN00465,ATM_CHE_012,Chennai,09-04-2025 14:26,Mini Statement,500,0,Urban,Wednesday,419349,No,Active
TXN00466,ATM_MUM_010,Mumbai,12-10-2024 00:04,Cash Deposit,10000,0,Urban,Saturday,98817,Yes,Active
TXN00467,ATM_PUN_012,Pune,13-01-2025 23:44,Cash Withdrawal,2000,0,Rural,Monday,106565,No,Down
TXN00468,ATM_KOL_011,Kolkata,27-09-2024 09:00,Mini Statement,15000,0,Semi-Urban,Friday,247766,No,Active
TXN00469,ATM_BAN_006,Bangalore,28-06-2024 03:53,Mini Statement,10000,0,Semi-Urban,Friday,107380,No,Down
TXN00470,ATM_BAN_009,Bangalore,03-02-2024 01:53,Mini Statement,10000,0,Semi-Urban,Saturday,416375,No,Active
TXN00471,ATM_CHE_002,Chennai,04-06-2024 04:04,Cash Withdrawal,500,51,Urban,Tuesday,381070,No,Active
TXN00472,ATM_MUM_005,Mumbai,21-01-2024 04:25,Mini Statement,10000,0,Urban,Sunday,420577,No,Active
TXN00473,ATM_PUN_001,Pune,20-02-2024 01:36,Fund Transfer,15000,0,Rural,Tuesday,284527,No,Active
TXN00474,ATM_HYD_012,Hyderabad,11-02-2025 08:32,Mini Statement,15000,0,Semi-Urban,Tuesday,268169,No,Active
TXN00475,ATM_PUN_010,Pune,08-03-2025 22:27,Balance Inquiry,15000,0,Rural,Saturday,126698,No,Active
TXN00476,ATM_KOL_014,Kolkata,27-01-2024 01:34,Mini Statement,2000,55,Rural,Saturday,416385,No,Down
TXN00477,ATM_HYD_013,Hyderabad,09-03-2025 10:13,Cash Withdrawal,2000,96,Urban,Sunday,475203,No,Active
TXN00478,ATM_KOL_011,Kolkata,20-07-2024 15:28,Cash Deposit,15000,0,Rural,Saturday,355790,No,Down
TXN00479,ATM_HYD_009,Hyderabad,12-05-2025 23:45,PIN Change,2000,0,Urban,Monday,262106,No,Active
TXN00480,ATM_KOL_004,Kolkata,14-11-2024 07:58,Balance Inquiry,2000,0,Rural,Thursday,318055,No,Down
TXN00481,ATM_KOL_003,Kolkata,15-06-2024 15:48,Mini Statement,15000,0,Rural,Saturday,375675,No,Active
TXN00482,ATM_PUN_011,Pune,21-08-2024 08:55,PIN Change,10000,55,Semi-Urban,Wednesday,263152,No,Active
TXN00483,ATM_CHE_008,Chennai,25-04-2024 03:13,Cash Deposit,500,0,Semi-Urban,Thursday,408117,No,Down
TXN00484,ATM_DEL_004,Delhi,09-01-2024 23:46,Mini Statement,500,0,Urban,Tuesday,232087,No,Active
TXN00485,ATM_PUN_007,Pune,25-02-2024 10:44,Cash Withdrawal,2000,0,Semi-Urban,Sunday,433923,No,Active
TXN00486,ATM_KOL_003,Kolkata,11-04-2024 00:51,Fund Transfer,1000,0,Rural,Thursday,91167,Yes,Down
TXN00487,ATM_CHE_014,Chennai,12-02-2024 09:48,PIN Change,5000,51,Rural,Monday,221661,No,Active
TXN00488,ATM_KOL_006,Kolkata,13-11-2024 23:09,Cash Withdrawal,20000,0,Urban,Wednesday,326101,No,Active
TXN00489,ATM_BAN_014,Bangalore,09-02-2025 09:23,Cash Withdrawal,5000,55,Urban,Sunday,238472,No,Down
TXN00490,ATM_BAN_006,Bangalore,09-03-2025 23:10,PIN Change,20000,0,Semi-Urban,Sunday,341971,No,Active
TXN00491,ATM_KOL_015,Kolkata,02-03-2024 03:46,PIN Change,10000,0,Rural,Saturday,89713,Yes,Active
TXN00492,ATM_HYD_003,Hyderabad,13-02-2024 23:54,Balance Inquiry,20000,0,Rural,Tuesday,188473,No,Active
TXN00493,ATM_PUN_015,Pune,12-11-2024 12:42,PIN Change,2000,55,Rural,Tuesday,443703,No,Active
TXN00494,ATM_KOL_003,Kolkata,02-03-2024 18:00,Cash Deposit,2000,0,Urban,Saturday,487505,No,Active
TXN00495,ATM_HYD_004,Hyderabad,12-09-2024 22:39,Fund Transfer,500,0,Urban,Thursday,288192,No,Active
TXN00496,ATM_KOL_002,Kolkata,15-04-2025 08:26,Mini Statement,10000,51,Semi-Urban,Tuesday,89488,Yes,Active
TXN00497,ATM_PUN_011,Pune,30-03-2025 16:59,Balance Inquiry,15000,0,Rural,Sunday,218663,No,Active
TXN00498,ATM_BAN_007,Bangalore,27-04-2025 03:52,Cash Withdrawal,500,0,Rural,Sunday,235017,No,Active
TXN00499,ATM_BAN_007,Bangalore,03-08-2024 13:58,PIN Change,20000,0,Rural,Saturday,53906,Yes,Down
TXN00500,ATM_KOL_014,Kolkata,02-01-2025 21:59,Cash Withdrawal,5000,51,Urban,Thursday,329610,No,Active
TXN00501,ATM_KOL_008,Kolkata,16-01-2025 07:12,PIN Change,15000,0,Urban,Thursday,310626,No,Active
TXN00502,ATM_KOL_010,Kolkata,02-06-2024 02:17,Balance Inquiry,1000,0,Urban,Sunday,483062,No,Down
TXN00503,ATM_HYD_011,Hyderabad,11-12-2024 15:37,Cash Deposit,10000,0,Urban,Wednesday,163161,No,Down
TXN00504,ATM_MUM_009,Mumbai,12-02-2024 05:38,Cash Deposit,1000,0,Semi-Urban,Monday,301542,No,Down
TXN00505,ATM_CHE_014,Chennai,26-09-2024 03:49,Cash Deposit,5000,0,Urban,Thursday,58802,Yes,Active
TXN00506,ATM_BAN_001,Bangalore,16-07-2024 14:37,Cash Deposit,2000,0,Urban,Tuesday,428242,No,Active
TXN00507,ATM_DEL_011,Delhi,21-01-2025 22:26,PIN Change,2000,0,Semi-Urban,Tuesday,100509,No,Active
TXN00508,ATM_BAN_008,Bangalore,03-02-2024 00:54,Cash Withdrawal,1000,0,Rural,Saturday,420744,No,Active
TXN00509,ATM_CHE_015,Chennai,12-03-2025 00:10,Balance Inquiry,20000,0,Urban,Wednesday,236330,No,Active
TXN00510,ATM_PUN_014,Pune,28-09-2024 04:16,Cash Withdrawal,500,55,Rural,Saturday,224623,No,Down
TXN00511,ATM_HYD_015,Hyderabad,07-01-2024 09:30,Mini Statement,500,0,Semi-Urban,Sunday,331648,No,Active
TXN00512,ATM_BAN_005,Bangalore,01-01-2024 10:11,Mini Statement,2000,0,Urban,Monday,332343,No,Down
TXN00513,ATM_KOL_006,Kolkata,22-04-2024 19:00,Balance Inquiry,20000,0,Semi-Urban,Monday,63159,Yes,Active
TXN00514,ATM_HYD_012,Hyderabad,22-11-2024 15:53,Balance Inquiry,500,0,Rural,Friday,240053,No,Active
TXN00515,ATM_KOL_006,Kolkata,30-09-2024 04:39,Mini Statement,500,0,Urban,Monday,425935,No,Active
TXN00516,ATM_HYD_007,Hyderabad,02-05-2024 05:54,Fund Transfer,500,55,Urban,Thursday,202764,No,Active
TXN00517,ATM_BAN_002,Bangalore,12-09-2024 13:20,Mini Statement,10000,0,Urban,Thursday,86319,Yes,Active
TXN00518,ATM_KOL_008,Kolkata,07-03-2025 13:02,Mini Statement,2000,0,Urban,Friday,117095,No,Active
TXN00519,ATM_BAN_004,Bangalore,19-10-2024 12:37,Balance Inquiry,20000,0,Urban,Saturday,422827,No,Active
TXN00520,ATM_CHE_014,Chennai,15-07-2024 15:09,Mini Statement,5000,0,Semi-Urban,Monday,373205,No,Down
TXN00521,ATM_DEL_006,Delhi,30-03-2024 07:57,Mini Statement,20000,0,Rural,Saturday,405643,No,Active
TXN00522,ATM_KOL_007,Kolkata,04-09-2024 19:01,Cash Deposit,2000,0,Semi-Urban,Wednesday,82048,Yes,Down
TXN00523,ATM_HYD_012,Hyderabad,04-03-2025 15:33,Cash Withdrawal,20000,0,Urban,Tuesday,370006,No,Down
TXN00524,ATM_HYD_012,Hyderabad,14-12-2024 04:45,PIN Change,20000,0,Urban,Saturday,57209,Yes,Active
TXN00525,ATM_CHE_005,Chennai,28-11-2024 14:25,Balance Inquiry,500,0,Semi-Urban,Thursday,246166,No,Active
TXN00526,ATM_DEL_004,Delhi,12-08-2024 13:43,Balance Inquiry,10000,0,Rural,Monday,173295,No,Active
TXN00527,ATM_PUN_009,Pune,06-01-2025 15:56,Fund Transfer,1000,0,Semi-Urban,Monday,382055,No,Active
TXN00528,ATM_CHE_009,Chennai,26-09-2024 07:09,Fund Transfer,5000,0,Semi-Urban,Thursday,169831,No,Down
TXN00529,ATM_BAN_008,Bangalore,08-01-2025 17:32,Cash Withdrawal,15000,51,Rural,Wednesday,179658,No,Active
TXN00530,ATM_MUM_012,Mumbai,07-01-2024 14:00,PIN Change,20000,0,Urban,Sunday,116700,No,Active
TXN00531,ATM_BAN_009,Bangalore,06-03-2025 05:54,Fund Transfer,10000,0,Urban,Thursday,299681,No,Active
TXN00532,ATM_CHE_012,Chennai,24-07-2024 09:15,Cash Deposit,1000,51,Urban,Wednesday,111164,No,Down
TXN00533,ATM_BAN_014,Bangalore,31-01-2024 00:40,PIN Change,1000,0,Semi-Urban,Wednesday,159566,No,Active
TXN00534,ATM_CHE_012,Chennai,13-02-2025 07:06,Mini Statement,1000,55,Rural,Thursday,409630,No,Down
TXN00535,ATM_KOL_008,Kolkata,23-04-2024 22:48,Cash Deposit,1000,0,Semi-Urban,Tuesday,83739,Yes,Active
TXN00536,ATM_MUM_010,Mumbai,08-02-2024 10:14,Cash Deposit,1000,51,Rural,Thursday,382192,No,Active
TXN00537,ATM_DEL_011,Delhi,19-12-2024 07:00,Mini Statement,15000,0,Urban,Thursday,281180,No,Active
TXN00538,ATM_BAN_015,Bangalore,30-11-2024 20:09,Cash Withdrawal,1000,55,Semi-Urban,Saturday,300787,No,Active
TXN00539,ATM_BAN_009,Bangalore,08-06-2024 22:42,PIN Change,5000,51,Semi-Urban,Saturday,352659,No,Active
TXN00540,ATM_MUM_011,Mumbai,25-10-2024 05:40,PIN Change,5000,0,Rural,Friday,434855,No,Down
TXN00541,ATM_HYD_009,Hyderabad,13-04-2025 12:35,Cash Deposit,15000,51,Semi-Urban,Sunday,167919,No,Down
TXN00542,ATM_MUM_002,Mumbai,16-07-2024 11:40,Mini Statement,15000,51,Rural,Tuesday,261001,No,Active
TXN00543,ATM_CHE_010,Chennai,25-08-2024 07:30,Cash Deposit,500,0,Semi-Urban,Sunday,135099,No,Active
TXN00544,ATM_PUN_004,Pune,22-06-2024 13:26,Mini Statement,5000,0,Semi-Urban,Saturday,80172,Yes,Active
TXN00545,ATM_DEL_008,Delhi,26-11-2024 06:15,Mini Statement,5000,0,Urban,Tuesday,191177,No,Active
TXN00546,ATM_BAN_006,Bangalore,30-03-2024 15:24,Mini Statement,1000,96,Semi-Urban,Saturday,248138,No,Active
TXN00547,ATM_MUM_005,Mumbai,10-11-2024 05:01,PIN Change,5000,0,Rural,Sunday,368884,No,Down
TXN00548,ATM_CHE_008,Chennai,11-12-2024 19:34,Mini Statement,1000,0,Semi-Urban,Wednesday,370032,No,Down
TXN00549,ATM_PUN_010,Pune,06-02-2025 19:11,Mini Statement,20000,0,Urban,Thursday,184113,No,Active
TXN00550,ATM_MUM_001,Mumbai,25-11-2024 02:31,Mini Statement,15000,51,Urban,Monday,487762,No,Active
TXN00551,ATM_DEL_007,Delhi,06-09-2024 23:28,Cash Withdrawal,1000,0,Urban,Friday,373149,No,Active
TXN00552,ATM_HYD_015,Hyderabad,26-01-2024 07:52,Cash Deposit,1000,0,Rural,Friday,107195,No,Active
TXN00553,ATM_BAN_011,Bangalore,05-04-2024 21:28,Balance Inquiry,10000,0,Semi-Urban,Friday,77494,Yes,Down
TXN00554,ATM_KOL_003,Kolkata,27-02-2024 20:38,PIN Change,5000,0,Urban,Tuesday,216817,No,Down
TXN00555,ATM_KOL_015,Kolkata,30-04-2024 21:14,Balance Inquiry,20000,0,Urban,Tuesday,61433,Yes,Active
TXN00556,ATM_MUM_002,Mumbai,04-02-2025 03:54,Cash Withdrawal,5000,0,Urban,Tuesday,145002,No,Active
TXN00557,ATM_MUM_009,Mumbai,22-09-2024 16:10,Fund Transfer,5000,0,Rural,Sunday,442442,No,Active
TXN00558,ATM_BAN_014,Bangalore,05-01-2025 02:52,Balance Inquiry,500,55,Urban,Sunday,263816,No,Active
TXN00559,ATM_DEL_013,Delhi,21-04-2025 18:20,Cash Deposit,10000,0,Semi-Urban,Monday,257835,No,Active
TXN00560,ATM_PUN_008,Pune,27-01-2024 09:10,Mini Statement,10000,0,Rural,Saturday,433452,No,Active
TXN00561,ATM_MUM_001,Mumbai,09-01-2024 22:06,Fund Transfer,5000,0,Urban,Tuesday,184444,No,Down
TXN00562,ATM_CHE_003,Chennai,25-04-2025 06:16,PIN Change,15000,96,Rural,Friday,380657,No,Active
TXN00563,ATM_CHE_007,Chennai,15-02-2024 09:24,PIN Change,15000,96,Semi-Urban,Thursday,371285,No,Active
TXN00564,ATM_DEL_002,Delhi,20-01-2024 22:22,Fund Transfer,1000,0,Rural,Saturday,190847,No,Down
TXN00565,ATM_CHE_005,Chennai,28-10-2024 03:46,Cash Deposit,20000,0,Rural,Monday,302633,No,Active
TXN00566,ATM_CHE_001,Chennai,01-03-2025 09:52,Fund Transfer,1000,0,Rural,Saturday,481469,No,Active
TXN00567,ATM_CHE_003,Chennai,27-04-2024 02:20,Fund Transfer,5000,0,Semi-Urban,Saturday,352111,No,Active
TXN00568,ATM_PUN_002,Pune,09-04-2024 11:01,Mini Statement,20000,0,Rural,Tuesday,398358,No,Down
TXN00569,ATM_CHE_004,Chennai,14-08-2024 20:55,Balance Inquiry,5000,96,Urban,Wednesday,95341,Yes,Active
TXN00570,ATM_BAN_014,Bangalore,13-03-2025 17:17,Mini Statement,10000,0,Urban,Thursday,367356,No,Active
TXN00571,ATM_CHE_003,Chennai,25-09-2024 10:46,Cash Deposit,500,0,Semi-Urban,Wednesday,161310,No,Down
TXN00572,ATM_KOL_013,Kolkata,08-03-2025 23:11,Balance Inquiry,2000,0,Rural,Saturday,394149,No,Active
TXN00573,ATM_MUM_012,Mumbai,01-06-2024 23:31,Fund Transfer,15000,0,Urban,Saturday,139268,No,Active
TXN00574,ATM_KOL_010,Kolkata,20-01-2024 12:38,Cash Withdrawal,10000,51,Rural,Saturday,148105,No,Active
TXN00575,ATM_PUN_015,Pune,06-03-2025 18:24,Cash Deposit,2000,0,Rural,Thursday,253662,No,Down
TXN00576,ATM_BAN_015,Bangalore,24-08-2024 01:40,Cash Withdrawal,500,0,Urban,Saturday,323559,No,Active
TXN00577,ATM_DEL_002,Delhi,05-05-2025 02:32,Cash Deposit,20000,0,Semi-Urban,Monday,154414,No,Active
TXN00578,ATM_CHE_015,Chennai,18-12-2024 23:08,Balance Inquiry,10000,0,Urban,Wednesday,304397,No,Down
TXN00579,ATM_KOL_001,Kolkata,13-02-2025 12:38,Cash Deposit,500,0,Semi-Urban,Thursday,306970,No,Active
TXN00580,ATM_MUM_006,Mumbai,18-04-2025 22:51,Fund Transfer,10000,0,Urban,Friday,366523,No,Active
TXN00581,ATM_BAN_002,Bangalore,15-10-2024 06:55,Fund Transfer,2000,0,Urban,Tuesday,499276,No,Down
TXN00582,ATM_DEL_007,Delhi,29-02-2024 03:46,PIN Change,10000,0,Rural,Thursday,253486,No,Down
TXN00583,ATM_PUN_015,Pune,18-04-2024 04:05,Balance Inquiry,5000,96,Semi-Urban,Thursday,173241,No,Active
TXN00584,ATM_KOL_013,Kolkata,22-09-2024 20:55,Cash Deposit,10000,0,Urban,Sunday,75739,Yes,Active
TXN00585,ATM_CHE_013,Chennai,05-04-2024 05:09,Cash Deposit,2000,0,Semi-Urban,Friday,321177,No,Active
TXN00586,ATM_BAN_002,Bangalore,31-01-2025 12:23,Balance Inquiry,10000,0,Rural,Friday,106547,No,Active
TXN00587,ATM_HYD_005,Hyderabad,12-09-2024 04:40,Cash Deposit,10000,0,Urban,Thursday,252567,No,Down
TXN00588,ATM_BAN_004,Bangalore,01-04-2025 22:07,Balance Inquiry,20000,0,Urban,Tuesday,286369,No,Active
TXN00589,ATM_BAN_011,Bangalore,18-07-2024 11:32,Mini Statement,1000,0,Rural,Thursday,99918,Yes,Active
TXN00590,ATM_DEL_009,Delhi,21-08-2024 18:59,Cash Deposit,10000,0,Urban,Wednesday,461326,No,Active
TXN00591,ATM_HYD_009,Hyderabad,04-11-2024 21:32,PIN Change,2000,0,Urban,Monday,481637,No,Active
TXN00592,ATM_KOL_004,Kolkata,10-11-2024 06:12,Mini Statement,20000,55,Semi-Urban,Sunday,77506,Yes,Active
TXN00593,ATM_KOL_015,Kolkata,04-01-2024 23:32,Cash Withdrawal,20000,96,Urban,Thursday,442351,No,Down
TXN00594,ATM_BAN_009,Bangalore,19-12-2024 15:18,Cash Withdrawal,10000,0,Rural,Thursday,479224,No,Active
TXN00595,ATM_MUM_006,Mumbai,13-03-2025 23:02,Mini Statement,10000,0,Semi-Urban,Thursday,101889,No,Active
TXN00596,ATM_MUM_003,Mumbai,25-10-2024 20:35,Fund Transfer,2000,96,Urban,Friday,479837,No,Active
TXN00597,ATM_DEL_009,Delhi,14-05-2025 03:37,Fund Transfer,10000,51,Rural,Wednesday,290303,No,Active
TXN00598,ATM_CHE_001,Chennai,23-12-2024 15:09,PIN Change,5000,0,Rural,Monday,392605,No,Down
TXN00599,ATM_KOL_004,Kolkata,06-12-2024 09:57,Balance Inquiry,15000,0,Urban,Friday,346275,No,Active
TXN00600,ATM_KOL_006,Kolkata,26-11-2024 09:04,Cash Deposit,1000,51,Rural,Tuesday,312808,No,Active
TXN00601,ATM_MUM_014,Mumbai,03-03-2025 15:13,Cash Withdrawal,5000,0,Rural,Monday,83754,Yes,Active
TXN00602,ATM_KOL_011,Kolkata,20-11-2024 08:37,Fund Transfer,5000,0,Rural,Wednesday,495806,No,Active
TXN00603,ATM_DEL_013,Delhi,16-02-2024 07:58,Fund Transfer,500,0,Urban,Friday,397554,No,Active
TXN00604,ATM_KOL_010,Kolkata,03-08-2024 06:59,PIN Change,5000,0,Semi-Urban,Saturday,126589,No,Active
TXN00605,ATM_HYD_001,Hyderabad,22-11-2024 05:40,Cash Deposit,5000,0,Semi-Urban,Friday,99663,Yes,Active
TXN00606,ATM_BAN_005,Bangalore,06-02-2024 07:08,Cash Deposit,2000,96,Semi-Urban,Tuesday,295809,No,Down
TXN00607,ATM_MUM_002,Mumbai,26-06-2024 19:13,Balance Inquiry,10000,0,Semi-Urban,Wednesday,281251,No,Active
TXN00608,ATM_PUN_007,Pune,16-02-2025 12:48,Cash Deposit,10000,0,Urban,Sunday,451379,No,Active
TXN00609,ATM_BAN_007,Bangalore,04-02-2025 18:28,Cash Withdrawal,15000,0,Urban,Tuesday,196027,No,Active
TXN00610,ATM_HYD_005,Hyderabad,06-03-2024 16:58,Balance Inquiry,2000,51,Semi-Urban,Wednesday,135738,No,Active
TXN00611,ATM_BAN_008,Bangalore,05-11-2024 20:53,Balance Inquiry,5000,0,Rural,Tuesday,376089,No,Down
TXN00612,ATM_BAN_010,Bangalore,10-02-2025 21:08,Cash Deposit,10000,51,Semi-Urban,Monday,451542,No,Active
TXN00613,ATM_KOL_005,Kolkata,18-06-2024 10:24,Cash Withdrawal,5000,55,Semi-Urban,Tuesday,227683,No,Active
TXN00614,ATM_CHE_003,Chennai,02-02-2024 14:11,Mini Statement,500,51,Rural,Friday,83694,Yes,Active
TXN00615,ATM_MUM_003,Mumbai,03-03-2024 06:39,Balance Inquiry,5000,0,Rural,Sunday,275598,No,Active
TXN00616,ATM_BAN_013,Bangalore,02-11-2024 14:48,Cash Deposit,10000,0,Semi-Urban,Saturday,429899,No,Active
TXN00617,ATM_PUN_014,Pune,01-04-2025 06:33,Balance Inquiry,2000,0,Rural,Tuesday,108312,No,Active
TXN00618,ATM_CHE_009,Chennai,14-01-2025 02:08,Balance Inquiry,2000,0,Semi-Urban,Tuesday,164472,No,Active
TXN00619,ATM_CHE_012,Chennai,13-11-2024 03:24,Mini Statement,20000,51,Semi-Urban,Wednesday,182578,No,Active
TXN00620,ATM_BAN_005,Bangalore,11-03-2025 22:11,Cash Withdrawal,10000,55,Urban,Tuesday,82317,Yes,Active
TXN00621,ATM_MUM_003,Mumbai,05-06-2024 01:53,Cash Deposit,10000,0,Urban,Wednesday,325324,No,Active
TXN00622,ATM_KOL_003,Kolkata,13-06-2024 14:58,Balance Inquiry,10000,0,Urban,Thursday,230812,No,Active
TXN00623,ATM_PUN_009,Pune,04-04-2024 09:24,Fund Transfer,15000,0,Semi-Urban,Thursday,215065,No,Active
TXN00624,ATM_BAN_011,Bangalore,03-12-2024 23:08,PIN Change,2000,0,Rural,Tuesday,131486,No,Active
TXN00625,ATM_PUN_012,Pune,20-09-2024 10:29,Balance Inquiry,15000,0,Rural,Friday,201847,No,Active
TXN00626,ATM_BAN_015,Bangalore,09-04-2025 08:11,Fund Transfer,10000,0,Semi-Urban,Wednesday,77527,Yes,Active
TXN00627,ATM_CHE_003,Chennai,20-05-2024 13:28,PIN Change,1000,51,Urban,Monday,146194,No,Active
TXN00628,ATM_HYD_009,Hyderabad,07-07-2024 04:00,PIN Change,15000,0,Rural,Sunday,157900,No,Active
TXN00629,ATM_BAN_007,Bangalore,31-05-2024 22:57,Balance Inquiry,5000,0,Urban,Friday,225590,No,Active
TXN00630,ATM_KOL_008,Kolkata,06-03-2024 14:44,PIN Change,20000,55,Urban,Wednesday,211053,No,Active
TXN00631,ATM_PUN_007,Pune,01-11-2024 14:03,PIN Change,500,0,Urban,Friday,133739,No,Active
TXN00632,ATM_PUN_002,Pune,16-02-2024 06:20,Mini Statement,5000,0,Urban,Friday,447327,No,Down
TXN00633,ATM_MUM_011,Mumbai,16-05-2024 19:27,Fund Transfer,20000,55,Rural,Thursday,120331,No,Active
TXN00634,ATM_CHE_005,Chennai,30-10-2024 07:01,Fund Transfer,15000,0,Rural,Wednesday,392204,No,Active
TXN00635,ATM_HYD_014,Hyderabad,30-07-2024 21:45,Balance Inquiry,500,0,Rural,Tuesday,422529,No,Active
TXN00636,ATM_PUN_015,Pune,30-09-2024 20:44,Cash Withdrawal,15000,55,Rural,Monday,161723,No,Active
TXN00637,ATM_PUN_004,Pune,01-02-2025 20:43,Cash Deposit,10000,0,Urban,Saturday,447474,No,Active
TXN00638,ATM_HYD_009,Hyderabad,06-05-2024 00:30,Cash Withdrawal,1000,0,Urban,Monday,271260,No,Active
TXN00639,ATM_MUM_006,Mumbai,24-04-2024 20:11,Fund Transfer,2000,0,Urban,Wednesday,357304,No,Active
TXN00640,ATM_DEL_010,Delhi,20-07-2024 01:53,Mini Statement,20000,51,Rural,Saturday,297104,No,Active
TXN00641,ATM_PUN_010,Pune,15-08-2024 09:56,Cash Withdrawal,2000,0,Semi-Urban,Thursday,276986,No,Down
TXN00642,ATM_KOL_007,Kolkata,13-03-2024 23:11,Cash Withdrawal,15000,0,Semi-Urban,Wednesday,437051,No,Down
TXN00643,ATM_PUN_002,Pune,13-03-2024 07:34,Mini Statement,500,51,Rural,Wednesday,258689,No,Active
TXN00644,ATM_DEL_004,Delhi,27-06-2024 07:13,Fund Transfer,2000,0,Urban,Thursday,360198,No,Active
TXN00645,ATM_BAN_010,Bangalore,09-06-2024 20:13,Cash Withdrawal,15000,0,Semi-Urban,Sunday,129919,No,Down
TXN00646,ATM_BAN_012,Bangalore,25-11-2024 10:32,Balance Inquiry,20000,0,Semi-Urban,Monday,396787,No,Active
TXN00647,ATM_BAN_001,Bangalore,15-02-2025 06:50,Mini Statement,2000,0,Semi-Urban,Saturday,203775,No,Active
TXN00648,ATM_PUN_010,Pune,24-07-2024 06:42,Cash Deposit,1000,0,Urban,Wednesday,491518,No,Active
TXN00649,ATM_BAN_004,Bangalore,16-03-2024 12:52,Mini Statement,1000,51,Urban,Saturday,450026,No,Active
TXN00650,ATM_MUM_003,Mumbai,21-11-2024 07:20,Cash Deposit,2000,0,Semi-Urban,Thursday,495815,No,Active
TXN00651,ATM_MUM_003,Mumbai,28-04-2025 02:27,Fund Transfer,10000,0,Rural,Monday,229914,No,Active
TXN00652,ATM_HYD_008,Hyderabad,30-03-2024 13:26,Cash Withdrawal,20000,0,Urban,Saturday,428496,No,Active
TXN00653,ATM_BAN_015,Bangalore,12-03-2024 17:11,Cash Deposit,5000,96,Rural,Tuesday,380766,No,Active
TXN00654,ATM_CHE_010,Chennai,05-09-2024 23:36,PIN Change,1000,0,Rural,Thursday,474581,No,Active
TXN00655,ATM_BAN_007,Bangalore,28-07-2024 22:37,Cash Deposit,20000,0,Urban,Sunday,192382,No,Active
TXN00656,ATM_MUM_014,Mumbai,19-07-2024 02:43,Balance Inquiry,15000,0,Urban,Friday,97999,Yes,Down
TXN00657,ATM_HYD_001,Hyderabad,07-09-2024 15:12,Cash Deposit,10000,0,Urban,Saturday,197840,No,Active
TXN00658,ATM_BAN_014,Bangalore,09-04-2025 10:38,Balance Inquiry,1000,0,Urban,Wednesday,155297,No,Active
TXN00659,ATM_PUN_013,Pune,22-09-2024 11:37,Cash Withdrawal,500,0,Semi-Urban,Sunday,177704,No,Active
TXN00660,ATM_HYD_006,Hyderabad,04-04-2025 21:11,Mini Statement,10000,0,Urban,Friday,469469,No,Active
TXN00661,ATM_BAN_004,Bangalore,07-02-2024 06:32,PIN Change,1000,0,Semi-Urban,Wednesday,419798,No,Active
TXN00662,ATM_MUM_005,Mumbai,22-10-2024 02:50,Cash Deposit,5000,0,Urban,Tuesday,296440,No,Down
TXN00663,ATM_MUM_001,Mumbai,04-04-2024 03:37,Cash Withdrawal,20000,55,Urban,Thursday,172626,No,Active
TXN00664,ATM_MUM_015,Mumbai,13-03-2025 00:41,PIN Change,1000,51,Semi-Urban,Thursday,239898,No,Active
TXN00665,ATM_HYD_014,Hyderabad,07-12-2024 07:43,Fund Transfer,2000,0,Urban,Saturday,71016,Yes,Active
TXN00666,ATM_HYD_008,Hyderabad,01-08-2024 21:34,Balance Inquiry,5000,51,Urban,Thursday,225097,No,Active
TXN00667,ATM_DEL_015,Delhi,01-05-2025 23:35,Balance Inquiry,10000,51,Urban,Thursday,413479,No,Active
TXN00668,ATM_DEL_015,Delhi,28-09-2024 12:44,Balance Inquiry,5000,0,Urban,Saturday,384453,No,Active
TXN00669,ATM_HYD_005,Hyderabad,02-01-2025 22:16,Balance Inquiry,10000,0,Rural,Thursday,296638,No,Active
TXN00670,ATM_PUN_011,Pune,18-10-2024 01:06,Fund Transfer,500,0,Rural,Friday,91751,Yes,Active
